0.0000e+00,0.0000e+00,0.0000e+00
1.2500e-01,0.0000e+00,0.0000e+00
2.5000e-01,0.0000e+00,0.0000e+00
3.7500e-01,0.0000e+00,0.0000e+00
5.0000e-01,0.0000e+00,0.0000e+00
6.2500e-01,0.0000e+00,0.0000e+00
7.5000e-01,0.0000e+00,0.0000e+00
8.7500e-01,0.0000e+00,0.0000e+00
1.0000e+00,0.0000e+00,0.0000e+00
1.1250e+00,0.0000e+00,0.0000e+00
1.2500e+00,0.0000e+00,0.0000e+00
1.3750e+00,0.0000e+00,0.0000e+00
1.5000e+00,0.0000e+00,0.0000e+00
1.6250e+00,0.0000e+00,0.0000e+00
1.7500e+00,0.0000e+00,0.0000e+00
1.8750e+00,0.0000e+00,0.0000e+00
2.0000e+00,0.0000e+00,0.0000e+00
2.1250e+00,0.0000e+00,0.0000e+00
2.2500e+00,0.0000e+00,0.0000e+00
2.3750e+00,0.0000e+00,0.0000e+00
2.5000e+00,0.0000e+00,0.0000e+00
2.6250e+00,0.0000e+00,0.0000e+00
2.7500e+00,0.0000e+00,0.0000e+00
2.8750e+00,0.0000e+00,0.0000e+00
3.0000e+00,0.0000e+00,0.0000e+00
3.1250e+00,0.0000e+00,0.0000e+00
3.2500e+00,0.0000e+00,0.0000e+00
3.3750e+00,0.0000e+00,0.0000e+00
3.5000e+00,0.0000e+00,0.0000e+00
3.6250e+00,0.0000e+00,0.0000e+00
3.7500e+00,0.0000e+00,0.0000e+00
3.8750e+00,0.0000e+00,0.0000e+00
4.0000e+00,0.0000e+00,0.0000e+00
4.1250e+00,0.0000e+00,0.0000e+00
4.2500e+00,0.0000e+00,0.0000e+00
4.3750e+00,0.0000e+00,0.0000e+00
4.5000e+00,0.0000e+00,0.0000e+00
4.6250e+00,0.0000e+00,0.0000e+00
4.7500e+00,0.0000e+00,0.0000e+00
4.8750e+00,0.0000e+00,0.0000e+00
5.0000e+00,0.0000e+00,0.0000e+00
5.1250e+00,0.0000e+00,0.0000e+00
5.2500e+00,0.0000e+00,0.0000e+00
5.3750e+00,0.0000e+00,0.0000e+00
5.5000e+00,0.0000e+00,0.0000e+00
5.6250e+00,0.0000e+00,0.0000e+00
5.7500e+00,0.0000e+00,0.0000e+00
5.8750e+00,0.0000e+00,0.0000e+00
6.0000e+00,0.0000e+00,0.0000e+00
6.1250e+00,0.0000e+00,0.0000e+00
6.2500e+00,0.0000e+00,0.0000e+00
6.3750e+00,0.0000e+00,0.0000e+00
6.5000e+00,0.0000e+00,0.0000e+00
6.6250e+00,0.0000e+00,0.0000e+00
6.7500e+00,0.0000e+00,0.0000e+00
6.8750e+00,0.0000e+00,0.0000e+00
7.0000e+00,0.0000e+00,0.0000e+00
7.1250e+00,0.0000e+00,0.0000e+00
7.2500e+00,0.0000e+00,0.0000e+00
7.3750e+00,0.0000e+00,0.0000e+00
7.5000e+00,0.0000e+00,0.0000e+00
7.6250e+00,0.0000e+00,0.0000e+00
7.7500e+00,0.0000e+00,0.0000e+00
7.8750e+00,0.0000e+00,0.0000e+00
8.0000e+00,0.0000e+00,0.0000e+00
8.1250e+00,0.0000e+00,0.0000e+00
8.2500e+00,0.0000e+00,0.0000e+00
8.3750e+00,0.0000e+00,0.0000e+00
8.5000e+00,0.0000e+00,0.0000e+00
8.6250e+00,0.0000e+00,0.0000e+00
8.7500e+00,0.0000e+00,0.0000e+00
8.8750e+00,0.0000e+00,0.0000e+00
9.0000e+00,0.0000e+00,0.0000e+00
9.1250e+00,0.0000e+00,0.0000e+00
9.2500e+00,0.0000e+00,0.0000e+00
9.3750e+00,0.0000e+00,0.0000e+00
9.5000e+00,0.0000e+00,0.0000e+00
9.6250e+00,0.0000e+00,0.0000e+00
9.7500e+00,0.0000e+00,0.0000e+00
9.8750e+00,0.0000e+00,0.0000e+00
1.0000e+01,0.0000e+00,0.0000e+00
0.0000e+00,1.2500e-01,0.0000e+00
1.2500e-01,1.2500e-01,0.0000e+00
2.5000e-01,1.2500e-01,0.0000e+00
3.7500e-01,1.2500e-01,0.0000e+00
5.0000e-01,1.2500e-01,0.0000e+00
6.2500e-01,1.2500e-01,0.0000e+00
7.5000e-01,1.2500e-01,0.0000e+00
8.7500e-01,1.2500e-01,0.0000e+00
1.0000e+00,1.2500e-01,0.0000e+00
1.1250e+00,1.2500e-01,0.0000e+00
1.2500e+00,1.2500e-01,0.0000e+00
1.3750e+00,1.2500e-01,0.0000e+00
1.5000e+00,1.2500e-01,0.0000e+00
1.6250e+00,1.2500e-01,0.0000e+00
1.7500e+00,1.2500e-01,0.0000e+00
1.8750e+00,1.2500e-01,0.0000e+00
2.0000e+00,1.2500e-01,0.0000e+00
2.1250e+00,1.2500e-01,0.0000e+00
2.2500e+00,1.2500e-01,0.0000e+00
2.3750e+00,1.2500e-01,0.0000e+00
2.5000e+00,1.2500e-01,0.0000e+00
2.6250e+00,1.2500e-01,0.0000e+00
2.7500e+00,1.2500e-01,0.0000e+00
2.8750e+00,1.2500e-01,0.0000e+00
3.0000e+00,1.2500e-01,0.0000e+00
3.1250e+00,1.2500e-01,0.0000e+00
3.2500e+00,1.2500e-01,0.0000e+00
3.3750e+00,1.2500e-01,0.0000e+00
3.5000e+00,1.2500e-01,0.0000e+00
3.6250e+00,1.2500e-01,0.0000e+00
3.7500e+00,1.2500e-01,0.0000e+00
3.8750e+00,1.2500e-01,0.0000e+00
4.0000e+00,1.2500e-01,0.0000e+00
4.1250e+00,1.2500e-01,0.0000e+00
4.2500e+00,1.2500e-01,0.0000e+00
4.3750e+00,1.2500e-01,0.0000e+00
